town,flat_type,block,street_name,floor_area_sqm,flat_model,resale_price,remaining_lease,storey_no,lease_commence_date
ANG MO KIO,3 ROOM,118,ANG MO KIO AVE 4,74,New Generation,250000,58.66666667,6,2001
ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,68,New Generation,248000,61.66666667,12,2001
ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,68,New Generation,255000,61.66666667,9,2006
ANG MO KIO,3 ROOM,170,ANG MO KIO AVE 4,60,Improved,293000,66.33333333,4,2002
ANG MO KIO,3 ROOM,644,ANG MO KIO AVE 4,75,New Generation,320000,61.16666667,1,1999
ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,68,New Generation,235000,61.66666667,5,2001
ANG MO KIO,3 ROOM,606,ANG MO KIO AVE 5,67,New Generation,290000,60.83333333,11,2002
ANG MO KIO,3 ROOM,153,ANG MO KIO AVE 5,68,New Generation,275000,61.33333333,7,2001
ANG MO KIO,3 ROOM,150,ANG MO KIO AVE 5,68,New Generation,280000,61.33333333,7,2001
ANG MO KIO,3 ROOM,604,ANG MO KIO AVE 5,67,New Generation,260000,60.75,8,2001
ANG MO KIO,3 ROOM,154,ANG MO KIO AVE 5,68,New Generation,310000,61.33333333,6,2001
ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,68,New Generation,250000,61.41666667,4,2001
ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,68,New Generation,275000,61.33333333,2,1998
ANG MO KIO,3 ROOM,608,ANG MO KIO AVE 5,67,New Generation,292000,60.75,11,2001
ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,82,New Generation,310000,60.75,9,2001
ANG MO KIO,3 ROOM,535,ANG MO KIO AVE 5,82,New Generation,340000,60.41666667,8,2012
ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,68,New Generation,270000,61.33333333,11,2013
ANG MO KIO,3 ROOM,713,ANG MO KIO AVE 6,68,New Generation,290000,60.91666667,6,2012
ANG MO KIO,3 ROOM,639,ANG MO KIO AVE 6,68,New Generation,252000,61,2,2012
ANG MO KIO,3 ROOM,637,ANG MO KIO AVE 6,68,New Generation,310000,61,9,2012
ANG MO KIO,3 ROOM,507,ANG MO KIO AVE 8,67,New Generation,285000,60.83333333,6,2012
ANG MO KIO,4 ROOM,303,ANG MO KIO AVE 1,97,New Generation,450000,57.58333333,7,2013
ANG MO KIO,4 ROOM,304,ANG MO KIO AVE 1,97,New Generation,422000,57.5,8,2002
ANG MO KIO,4 ROOM,222,ANG MO KIO AVE 1,112,Model A,480000,73.58333333,7,2003
ANG MO KIO,4 ROOM,438,ANG MO KIO AVE 10,92,New Generation,445000,59.33333333,10,2000
ANG MO KIO,4 ROOM,557,ANG MO KIO AVE 10,92,New Generation,361000,60.33333333,12,2005
ANG MO KIO,4 ROOM,559,ANG MO KIO AVE 10,92,New Generation,420000,60.33333333,15,1999
ANG MO KIO,4 ROOM,404,ANG MO KIO AVE 10,92,New Generation,435000,59.66666667,8,2001
ANG MO KIO,4 ROOM,466,ANG MO KIO AVE 10,93,New Generation,400000,65,7,1998
ANG MO KIO,4 ROOM,429,ANG MO KIO AVE 3,92,New Generation,440000,59.16666667,8,2001
ANG MO KIO,4 ROOM,429,ANG MO KIO AVE 3,92,New Generation,445000,59.08333333,10,2001
ANG MO KIO,4 ROOM,562,ANG MO KIO AVE 3,92,New Generation,363000,60.41666667,4,2001
ANG MO KIO,4 ROOM,231,ANG MO KIO AVE 3,92,New Generation,355000,58,8,2003
ANG MO KIO,4 ROOM,113,ANG MO KIO AVE 4,92,New Generation,352000,58.41666667,1,1999
ANG MO KIO,4 ROOM,612,ANG MO KIO AVE 4,91,New Generation,390000,61,4,2005
ANG MO KIO,4 ROOM,107,ANG MO KIO AVE 4,99,New Generation,420000,58.58333333,8,1999
ANG MO KIO,4 ROOM,607,ANG MO KIO AVE 4,93,New Generation,390000,61.16666667,2,2002
ANG MO KIO,4 ROOM,178,ANG MO KIO AVE 4,93,New Generation,390000,61.58333333,2,2001
ANG MO KIO,4 ROOM,177,ANG MO KIO AVE 4,92,New Generation,400000,61.58333333,7,2004
ANG MO KIO,4 ROOM,503,ANG MO KIO AVE 5,93,New Generation,411888,61.33333333,5,2012
ANG MO KIO,4 ROOM,623,ANG MO KIO AVE 9,92,New Generation,411888,61,1,2005
ANG MO KIO,4 ROOM,596A,ANG MO KIO ST 52,91,Model A,595000,83.33333333,5,2003
ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,91,DBSS,740000,91.91666667,21,2002
ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,91,DBSS,750000,91.91666667,22,2002
ANG MO KIO,4 ROOM,596D,ANG MO KIO ST 52,91,Model A,663000,83.33333333,18,2000
ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,91,DBSS,770188,91.91666667,22,2002
ANG MO KIO,5 ROOM,310B,ANG MO KIO AVE 1,121,Improved,950000,93,12,2001
ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,123,Standard,605000,57.83333333,11,2005
ANG MO KIO,5 ROOM,458,ANG MO KIO AVE 10,120,Improved,471000,60.5,1,2002
ANG MO KIO,5 ROOM,431,ANG MO KIO AVE 10,119,Improved,632000,59.33333333,4,2012
ANG MO KIO,5 ROOM,180,ANG MO KIO AVE 5,136,Adjoined flat,625000,61.58333333,9,1999
ANG MO KIO,5 ROOM,710,ANG MO KIO AVE 8,117,Improved,652000,61.08333333,20,2005
ANG MO KIO,5 ROOM,316A,ANG MO KIO ST 31,110,Improved,750000,86.58333333,19,1999
ANG MO KIO,5 ROOM,353,ANG MO KIO ST 32,110,Improved,699888,82,4,1999
ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,112,DBSS,820000,91.91666667,6,1999
ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,117,DBSS,710000,91.91666667,8,2013
ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,112,DBSS,820000,91.91666667,27,2012
ANG MO KIO,EXECUTIVE,615,ANG MO KIO AVE 4,156,Apartment,815000,76.66666667,8,2002
BEDOK,2 ROOM,620,BEDOK RESERVOIR RD,45,Improved,225000,66.91666667,3,1999
BEDOK,3 ROOM,423,BEDOK NTH AVE 1,67,New Generation,299000,59.41666667,8,2012
BEDOK,3 ROOM,520,BEDOK NTH AVE 1,67,New Generation,275000,59.83333333,3,2012
BEDOK,3 ROOM,521,BEDOK NTH AVE 1,67,New Generation,280000,59.83333333,9,2013
BEDOK,3 ROOM,418,BEDOK NTH AVE 2,67,New Generation,295000,59.16666667,5,1999
BEDOK,3 ROOM,92,BEDOK NTH AVE 4,67,New Generation,290000,59.83333333,7,2011
BEDOK,3 ROOM,74,BEDOK NTH RD,59,Improved,240000,58.33333333,10,2005
BEDOK,3 ROOM,75,BEDOK NTH RD,59,Improved,255000,58.33333333,13,2013
BEDOK,3 ROOM,115,BEDOK NTH RD,73,New Generation,303000,58.66666667,9,2013
BEDOK,3 ROOM,201,BEDOK NTH ST 1,73,New Generation,358000,59.91666667,5,2013
BEDOK,3 ROOM,419,BEDOK NTH ST 1,68,New Generation,342000,59.33333333,6,2013
BEDOK,3 ROOM,129,BEDOK NTH ST 2,67,New Generation,275000,58.66666667,6,2002
BEDOK,3 ROOM,535,BEDOK NTH ST 3,60,Improved,286700,66.41666667,9,2013
BEDOK,3 ROOM,529,BEDOK NTH ST 3,68,New Generation,283300,60,2,2013
BEDOK,3 ROOM,526,BEDOK NTH ST 3,67,New Generation,276000,59.83333333,13,2011
BEDOK,3 ROOM,502,BEDOK NTH ST 3,59,Improved,230000,58.58333333,8,2013
BEDOK,3 ROOM,504,BEDOK NTH ST 3,59,Improved,230000,58.58333333,2,2012
BEDOK,3 ROOM,501,BEDOK NTH ST 3,59,Improved,245000,58.58333333,15,2012
BEDOK,3 ROOM,530,BEDOK NTH ST 3,68,New Generation,275000,59.91666667,7,2006
BEDOK,3 ROOM,530,BEDOK NTH ST 3,68,New Generation,288000,59.91666667,11,2012
BEDOK,3 ROOM,539,BEDOK NTH ST 3,68,New Generation,270000,60.33333333,1,2012
BEDOK,3 ROOM,535,BEDOK NTH ST 3,69,Improved,278000,66.33333333,5,2013
BEDOK,3 ROOM,502,BEDOK NTH ST 3,59,Improved,238000,58.58333333,8,2010
BEDOK,3 ROOM,625,BEDOK RESERVOIR RD,68,New Generation,295000,61.58333333,1,2011
BEDOK,3 ROOM,618,BEDOK RESERVOIR RD,69,Improved,345000,66.58333333,7,2013
BEDOK,3 ROOM,619,BEDOK RESERVOIR RD,68,New Generation,300000,61.5,5,2013
BEDOK,3 ROOM,117,BEDOK RESERVOIR RD,67,New Generation,277000,65.83333333,6,2012
BEDOK,3 ROOM,107,BEDOK RESERVOIR RD,67,New Generation,270000,65.91666667,5,2012
BEDOK,3 ROOM,108,BEDOK RESERVOIR RD,70,New Generation,318000,65.91666667,10,2006
BEDOK,3 ROOM,151,BEDOK RESERVOIR RD,63,Simplified,296000,69,8,2009
BEDOK,3 ROOM,632,BEDOK RESERVOIR RD,67,New Generation,270000,63.08333333,1,2012
BEDOK,3 ROOM,712,BEDOK RESERVOIR RD,68,New Generation,305000,61.83333333,11,2006
BEDOK,3 ROOM,702,BEDOK RESERVOIR RD,68,New Generation,310000,61.16666667,12,2008
BEDOK,3 ROOM,136,BEDOK RESERVOIR RD,64,Simplified,290000,68.66666667,6,2008
BEDOK,3 ROOM,701,BEDOK RESERVOIR RD,68,New Generation,290000,61.16666667,3,2008
BEDOK,3 ROOM,107,BEDOK RESERVOIR RD,67,New Generation,286000,65.91666667,8,2007
BEDOK,3 ROOM,606,BEDOK RESERVOIR RD,81,New Generation,300000,62.66666667,3,2010
BEDOK,3 ROOM,3,BEDOK STH AVE 1,59,Improved,255000,56.33333333,11,2009
BEDOK,3 ROOM,18,BEDOK STH RD,65,Improved,280000,56.41666667,1,2009
BEDOK,3 ROOM,39,BEDOK STH RD,67,New Generation,318000,59.08333333,13,2009
BEDOK,3 ROOM,70,BEDOK STH RD,67,New Generation,310000,58.33333333,11,2010
BEDOK,3 ROOM,40,BEDOK STH RD,82,New Generation,365000,59,8,2008
BEDOK,3 ROOM,57,CHAI CHEE DR,75,Model A,280000,63.08333333,1,2009
BEDOK,3 ROOM,55,CHAI CHEE DR,79,Model A,305000,64.58333333,1,2008
BEDOK,3 ROOM,20,CHAI CHEE RD,65,Improved,250000,52.91666667,10,2009
BEDOK,3 ROOM,45,CHAI CHEE ST,68,New Generation,285000,60.66666667,4,2009
BEDOK,3 ROOM,54,CHAI CHEE ST,68,New Generation,290000,61.66666667,4,2009
BEDOK,3 ROOM,29,NEW UPP CHANGI RD,65,Improved,292000,57.75,8,2009
BEDOK,3 ROOM,57,NEW UPP CHANGI RD,60,Improved,285000,66.08333333,1,2009
BEDOK,3 ROOM,208,NEW UPP CHANGI RD,68,New Generation,378000,59.83333333,5,2009
BEDOK,4 ROOM,410,BEDOK NTH AVE 2,92,New Generation,430000,60.66666667,1,2008
BEDOK,4 ROOM,409,BEDOK NTH AVE 2,92,New Generation,448888,60.66666667,9,2001
BEDOK,4 ROOM,508,BEDOK NTH AVE 3,92,New Generation,370000,59.25,7,2004
BEDOK,4 ROOM,403,BEDOK NTH AVE 3,92,New Generation,420000,60.58333333,8,2001
BEDOK,4 ROOM,80,BEDOK NTH RD,91,New Generation,357000,58.75,10,2001
BEDOK,4 ROOM,422,BEDOK NTH RD,92,New Generation,420000,59.41666667,6,2002
BEDOK,4 ROOM,183,BEDOK NTH RD,92,Model A,580000,86.25,1,1999
BEDOK,4 ROOM,135,BEDOK NTH ST 2,83,New Generation,365000,58.66666667,3,2001
BEDOK,4 ROOM,532,BEDOK NTH ST 3,95,New Generation,340000,60.33333333,6,2003
BEDOK,4 ROOM,536,BEDOK NTH ST 3,92,New Generation,405000,60.33333333,13,2000
BEDOK,4 ROOM,609,BEDOK RESERVOIR RD,91,New Generation,383000,62.91666667,9,1999
BEDOK,4 ROOM,105,BEDOK RESERVOIR RD,93,New Generation,390000,66,6,1999
BEDOK,4 ROOM,113,BEDOK RESERVOIR RD,98,New Generation,380000,65.83333333,2,2000
BEDOK,4 ROOM,135,BEDOK RESERVOIR RD,103,Model A,432000,67.5,11,1999
BEDOK,4 ROOM,150,BEDOK RESERVOIR RD,84,Simplified,381000,68.83333333,6,2001
BEDOK,4 ROOM,147,BEDOK RESERVOIR RD,84,Simplified,360000,67.41666667,8,2003
BEDOK,4 ROOM,769,BEDOK RESERVOIR VIEW,105,Premium Apartment,522000,81.33333333,9,2002
BEDOK,4 ROOM,762,BEDOK RESERVOIR VIEW,105,Premium Apartment,560000,81.25,13,2003
BEDOK,4 ROOM,770,BEDOK RESERVOIR VIEW,105,Premium Apartment,535000,81.25,5,2001
BEDOK,4 ROOM,765,BEDOK RESERVOIR VIEW,105,Premium Apartment,540000,81.25,12,2000
BEDOK,4 ROOM,773,BEDOK RESERVOIR VIEW,105,Premium Apartment,480000,81.25,1,2000
BEDOK,4 ROOM,764,BEDOK RESERVOIR VIEW,104,Premium Apartment,518000,81.25,3,2004
BEDOK,4 ROOM,37,BEDOK STH AVE 2,84,Improved,300000,58.08333333,7,2001
BEDOK,4 ROOM,7,BEDOK STH AVE 2,82,Improved,362000,56.41666667,11,2000
BEDOK,4 ROOM,34,BEDOK STH AVE 2,90,Improved,353000,58,13,2002
BEDOK,4 ROOM,37,BEDOK STH AVE 2,84,Improved,302888,58,1,2003
BEDOK,4 ROOM,44,BEDOK STH RD,84,Improved,373000,58,15,1999
BEDOK,4 ROOM,56,CHAI CHEE DR,91,New Generation,340000,63.41666667,6,2001
BEDOK,4 ROOM,61,CHAI CHEE RD,91,New Generation,400000,63,11,2001
BEDOK,4 ROOM,667,JLN DAMAI,108,Model A,500000,77.16666667,11,2001
BEDOK,5 ROOM,94D,BEDOK NTH AVE 4,127,Improved,603000,73.66666667,10,1999
BEDOK,5 ROOM,94D,BEDOK NTH AVE 4,132,Model A,630000,73.66666667,8,2003
BEDOK,5 ROOM,99,BEDOK NTH AVE 4,123,Standard,520000,59.16666667,22,2001
BEDOK,5 ROOM,715,BEDOK RESERVOIR RD,121,Improved,540000,61.25,8,1998
BEDOK,5 ROOM,112,BEDOK RESERVOIR RD,123,Improved,455000,65.91666667,14,2001
BEDOK,5 ROOM,604,BEDOK RESERVOIR RD,121,Improved,488000,62.66666667,10,2003
BEDOK,5 ROOM,717,BEDOK RESERVOIR RD,137,Model A-Maisonette,643000,64.33333333,3,2003
BEDOK,5 ROOM,714,BEDOK RESERVOIR RD,121,Improved,590000,61.16666667,8,2001
BEDOK,5 ROOM,723,BEDOK RESERVOIR RD,139,Model A-Maisonette,685000,64.91666667,10,1999
BEDOK,5 ROOM,766,BEDOK RESERVOIR VIEW,115,Premium Apartment,578000,81.33333333,5,2001
BEDOK,5 ROOM,762,BEDOK RESERVOIR VIEW,115,Premium Apartment,600000,81.25,17,2001
BEDOK,5 ROOM,32,BEDOK STH AVE 2,115,Standard,518000,58.5,1,2013
BEDOK,5 ROOM,31,BEDOK STH AVE 2,118,Standard,600000,58.5,19,2001
BEDOK,5 ROOM,19,BEDOK STH RD,117,Standard,550000,56.41666667,9,2001
BEDOK,5 ROOM,51,CHAI CHEE ST,121,Improved,480000,61.75,8,2012
BEDOK,5 ROOM,649,JLN TENAGA,124,Improved,585000,73.66666667,11,2000
BEDOK,5 ROOM,651,JLN TENAGA,127,Improved,580000,77.08333333,4,2000
BEDOK,5 ROOM,649,JLN TENAGA,121,Improved,650000,73.66666667,16,1999
BEDOK,5 ROOM,28,NEW UPP CHANGI RD,130,Adjoined flat,678000,57.75,10,2001
BEDOK,EXECUTIVE,137,BEDOK RESERVOIR RD,151,Maisonette,700000,67.41666667,5,2001
BEDOK,EXECUTIVE,108,LENGKONG TIGA,150,Maisonette,875000,69.41666667,2,1999
ANG MO KIO,2 ROOM,323,ANG MO KIO AVE 3,44,Improved,210000,57.66666667,6,2000
ANG MO KIO,2 ROOM,116,ANG MO KIO AVE 4,44,Improved,185000,58.58333333,1,2001
ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,68,New Generation,275000,61.33333333,12,2003
ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,67,New Generation,266000,57.75,7,2001
ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,82,New Generation,325000,61.25,4,1986
ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,68,New Generation,268888,61.25,10,1988
ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,68,New Generation,275000,60.41666667,6,1978
ANG MO KIO,3 ROOM,452,ANG MO KIO AVE 10,68,New Generation,260000,59.83333333,2,1984
ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,68,New Generation,235000,60.33333333,4,1984
ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,67,New Generation,248000,59.75,6,1988
ANG MO KIO,3 ROOM,556,ANG MO KIO AVE 10,68,New Generation,260000,60.25,8,1984
ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,67,New Generation,288000,60.25,9,1978
ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,82,New Generation,281000,60.33333333,12,1985
ANG MO KIO,3 ROOM,559,ANG MO KIO AVE 10,68,New Generation,285000,60.25,10,1988
ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,68,New Generation,270000,60.25,8,1985
ANG MO KIO,3 ROOM,432,ANG MO KIO AVE 10,67,New Generation,250000,59.25,3,1985
ANG MO KIO,3 ROOM,434,ANG MO KIO AVE 10,82,New Generation,315000,59.25,5,1997
ANG MO KIO,3 ROOM,462,ANG MO KIO AVE 10,68,New Generation,260000,60.33333333,3,1997
ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,67,New Generation,253800,64.33333333,9,1997
ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,68,New Generation,250000,60.25,2,1984
ANG MO KIO,3 ROOM,440,ANG MO KIO AVE 10,67,New Generation,240000,59.25,3,1986
ANG MO KIO,3 ROOM,466,ANG MO KIO AVE 10,82,New Generation,328888,64.91666667,7,1986
ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,73,New Generation,298000,59.33333333,4,1987
ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,67,New Generation,275000,56.5,4,1997
ANG MO KIO,3 ROOM,585,ANG MO KIO AVE 3,82,New Generation,295000,59.66666667,3,1984
ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,67,New Generation,275000,58.33333333,12,1984
ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,67,New Generation,235000,56.5,2,1985
ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,68,New Generation,305000,65.25,6,1984
ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,67,New Generation,275000,59.58333333,9,1985
ANG MO KIO,3 ROOM,565,ANG MO KIO AVE 3,68,New Generation,265000,60.25,5,1985
ANG MO KIO,3 ROOM,345,ANG MO KIO AVE 3,73,New Generation,285000,58.5,6,1985
ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,73,New Generation,313000,59.25,3,1984
ANG MO KIO,3 ROOM,112,ANG MO KIO AVE 4,74,New Generation,310000,58.33333333,2,1985
ANG MO KIO,3 ROOM,114,ANG MO KIO AVE 4,74,New Generation,288000,58.33333333,10,1985
ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,68,New Generation,261000,61.58333333,5,1986
ANG MO KIO,3 ROOM,118,ANG MO KIO AVE 4,74,New Generation,280000,58.58333333,7,1989
ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,68,New Generation,294000,61.08333333,1,1989
ANG MO KIO,3 ROOM,174,ANG MO KIO AVE 4,60,Improved,230000,66.25,3,1988
ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,69,New Generation,294000,61,4,1989
ANG MO KIO,3 ROOM,117,ANG MO KIO AVE 4,74,New Generation,315000,58.58333333,10,1992
ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,68,New Generation,240000,61.08333333,8,1998
ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,68,New Generation,260000,61.25,1,1997
ANG MO KIO,3 ROOM,154,ANG MO KIO AVE 5,68,New Generation,275000,61.25,8,1992
ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,67,New Generation,235000,60.66666667,2,1997
ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,82,New Generation,346000,61.25,8,1985
ANG MO KIO,3 ROOM,524,ANG MO KIO AVE 5,68,New Generation,295000,60.83333333,9,1986
ANG MO KIO,3 ROOM,633,ANG MO KIO AVE 6,67,New Generation,308000,65.33333333,10,1999
ANG MO KIO,3 ROOM,720,ANG MO KIO AVE 6,68,New Generation,285000,60.83333333,5,1985
ANG MO KIO,3 ROOM,646,ANG MO KIO AVE 6,75,New Generation,325000,61.08333333,15,1992
ANG MO KIO,3 ROOM,720,ANG MO KIO AVE 6,68,New Generation,287500,60.75,6,1992
ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,68,New Generation,308000,60.83333333,8,1986
ANG MO KIO,4 ROOM,310C,ANG MO KIO AVE 1,96,Model A,700000,92.91666667,26,1986
ANG MO KIO,4 ROOM,303,ANG MO KIO AVE 1,97,New Generation,442000,57.5,6,1998
ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,97,New Generation,402000,56.75,6,1998
ANG MO KIO,4 ROOM,310B,ANG MO KIO AVE 1,87,Model A,707000,92.91666667,25,1986
ANG MO KIO,4 ROOM,231,ANG MO KIO AVE 3,92,New Generation,370000,58,4,1985
ANG MO KIO,4 ROOM,134,ANG MO KIO AVE 3,98,New Generation,402000,58.91666667,1,1986
ANG MO KIO,4 ROOM,204,ANG MO KIO AVE 3,92,New Generation,410000,57.25,9,1984
ANG MO KIO,4 ROOM,102,ANG MO KIO AVE 3,106,Model A,455000,73.5,5,1985
ANG MO KIO,4 ROOM,212,ANG MO KIO AVE 3,81,New Generation,336000,57.5,5,1985
ANG MO KIO,4 ROOM,610,ANG MO KIO AVE 4,95,New Generation,412000,61.16666667,7,1987
ANG MO KIO,4 ROOM,538,ANG MO KIO AVE 5,93,New Generation,395000,60.33333333,9,1986
ANG MO KIO,4 ROOM,522,ANG MO KIO AVE 5,91,New Generation,439500,60.83333333,12,1984
ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,90,Model A,600000,83.83333333,6,1983
ANG MO KIO,4 ROOM,634,ANG MO KIO AVE 6,91,New Generation,478000,60.75,11,1986
ANG MO KIO,4 ROOM,700A,ANG MO KIO AVE 6,90,Model A,625000,83.91666667,4,1985
ANG MO KIO,4 ROOM,512,ANG MO KIO AVE 8,93,New Generation,430000,60.91666667,7,1982
ANG MO KIO,4 ROOM,596C,ANG MO KIO ST 52,93,Model A,600000,83.25,4,1982
ANG MO KIO,4 ROOM,596A,ANG MO KIO ST 52,93,Model A,590000,83.16666667,2,1984
ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,90,DBSS,743000,91.83333333,20,1988
ANG MO KIO,5 ROOM,310A,ANG MO KIO AVE 1,119,Improved,835000,92.91666667,7,1988
ANG MO KIO,5 ROOM,310A,ANG MO KIO AVE 1,121,Improved,943000,92.91666667,23,1982
ANG MO KIO,5 ROOM,439,ANG MO KIO AVE 10,119,Improved,585000,59.25,24,1982
ANG MO KIO,5 ROOM,402,ANG MO KIO AVE 10,119,Improved,538000,59.58333333,7,1983
ANG MO KIO,5 ROOM,458,ANG MO KIO AVE 10,120,Improved,575000,60.25,17,1983
ANG MO KIO,5 ROOM,557,ANG MO KIO AVE 10,136,Adjoined flat,580000,60.25,11,1985
ANG MO KIO,5 ROOM,430,ANG MO KIO AVE 3,119,Improved,620000,59.25,24,1988
ANG MO KIO,5 ROOM,710,ANG MO KIO AVE 8,117,Improved,700000,61,23,1984
ANG MO KIO,5 ROOM,315B,ANG MO KIO ST 31,110,Improved,770000,86.25,27,1984
ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,112,DBSS,788000,91.83333333,8,1985
ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,120,DBSS,730000,91.83333333,2,1982
ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,120,DBSS,837000,91.83333333,4,1984
ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,112,DBSS,758000,91.83333333,9,1984
ANG MO KIO,5 ROOM,596C,ANG MO KIO ST 52,110,Improved,803888,83.16666667,16,1996
ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,112,DBSS,845000,91.83333333,8,1996
ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,112,DBSS,670000,91.83333333,2,1986
ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,112,DBSS,865000,91.83333333,26,1984
BEDOK,2 ROOM,101,BEDOK NTH AVE 4,45,Improved,208000,58.66666667,8,1995
BEDOK,3 ROOM,423,BEDOK NTH AVE 1,67,New Generation,308000,59.25,7,1987
BEDOK,3 ROOM,520,BEDOK NTH AVE 1,67,New Generation,272000,59.75,9,1997
BEDOK,3 ROOM,550,BEDOK NTH AVE 1,68,New Generation,270000,60.66666667,2,1997
BEDOK,3 ROOM,519,BEDOK NTH AVE 1,82,New Generation,310000,59.75,11,1997
BEDOK,3 ROOM,409,BEDOK NTH AVE 2,68,New Generation,310000,60.5,2,1996
BEDOK,3 ROOM,410,BEDOK NTH AVE 2,68,New Generation,340000,60.5,4,1988
BEDOK,3 ROOM,102,BEDOK NTH AVE 4,81,New Generation,328000,57.75,9,1997
BEDOK,3 ROOM,102,BEDOK NTH AVE 4,67,New Generation,255000,57.83333333,10,1985
BEDOK,3 ROOM,426,BEDOK NTH RD,67,New Generation,330000,59.33333333,7,1996
BEDOK,3 ROOM,125,BEDOK NTH RD,67,New Generation,310000,58.66666667,10,1988
BEDOK,3 ROOM,107,BEDOK NTH RD,82,New Generation,310000,57.83333333,1,1997
BEDOK,3 ROOM,115,BEDOK NTH RD,73,New Generation,290000,58.58333333,11,1988
BEDOK,3 ROOM,108,BEDOK NTH RD,82,New Generation,350000,57.75,9,1988
BEDOK,3 ROOM,115,BEDOK NTH RD,73,New Generation,308000,58.58333333,2,1988
BEDOK,3 ROOM,202,BEDOK NTH ST 1,67,New Generation,300000,59.83333333,3,1984
BEDOK,3 ROOM,214,BEDOK NTH ST 1,68,New Generation,370000,60.33333333,4,1988
BEDOK,3 ROOM,129,BEDOK NTH ST 2,67,New Generation,300000,58.58333333,11,1986
BEDOK,3 ROOM,529,BEDOK NTH ST 3,68,New Generation,250000,59.83333333,14,1985
BEDOK,3 ROOM,501,BEDOK NTH ST 3,59,Improved,255000,58.5,10,1986
BEDOK,3 ROOM,545,BEDOK NTH ST 3,68,New Generation,290000,60.66666667,9,1997
BEDOK,3 ROOM,501,BEDOK NTH ST 3,59,Improved,270000,58.5,11,1986
BEDOK,3 ROOM,533,BEDOK NTH ST 3,68,New Generation,265000,60.25,6,1984
BEDOK,3 ROOM,529,BEDOK NTH ST 3,68,New Generation,270000,59.83333333,4,1997
BEDOK,3 ROOM,540,BEDOK NTH ST 3,68,New Generation,268000,60.66666667,5,1988
BEDOK,3 ROOM,554,BEDOK NTH ST 3,68,New Generation,290000,60.66666667,12,1997
BEDOK,3 ROOM,615,BEDOK RESERVOIR RD,82,New Generation,368000,61.58333333,7,1993
BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,61,Improved,270000,66.83333333,6,1986
BEDOK,3 ROOM,616,BEDOK RESERVOIR RD,68,New Generation,300000,62.66666667,6,1987
BEDOK,3 ROOM,606,BEDOK RESERVOIR RD,67,New Generation,278000,62.58333333,8,1997
